,Symbol,Name,Sector,industry,Exchange,CIK
4054,UNP,Union Pacific Corporation,Transportation,Railroads,NYSE,100885
4055,UNT,Unit Corporation,Energy,Oil & Gas Production,NYSE,798949
4056,UNTY,"Unity Bancorp, Inc.",Finance,Major Banks,NASDAQ,1092042
4057,UNVR,Univar Inc.,Consumer Durables,Specialty Chemicals,NYSE,1494319
4058,UNXL,"Uni-Pixel, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ,1171012
4059,UPLD,"Upland Software, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1505155
4060,UPS,"United Parcel Service, Inc.",Transportation,Trucking Freight/Courier Services,NYSE,1090727
4061,UQM,UQM TECHNOLOGIES INC,Capital Goods,Industrial Machinery/Components,AMEX,315449
4062,URBN,"Urban Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ,912615
4063,UREE,"U.S. Rare Earths, Inc.",,,NASDAQ,1098881
4064,URG,Ur Energy Inc,Basic Industries,Precious Metals,AMEX,1375205
4065,URI,"United Rentals, Inc.",Technology,Diversified Commercial Services,NYSE,1067701
4066,URRE,"Uranium Resources, Inc.",Basic Industries,Precious Metals,NASDAQ,839470
4067,USA,Liberty All-Star Equity Fund,,,NYSE,799195
4068,USAC,"USA Compression Partners, LP",Public Utilities,Natural Gas Distribution,NYSE,1522727
4069,USAK,"USA Truck, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ,883945
4070,USAP,"Universal Stainless & Alloy Products, Inc.",Basic Industries,Steel/Iron Ore,NASDAQ,931584
4071,USAT,"USA Technologies, Inc.",Miscellaneous,Office Equipment/Supplies/Services,NASDAQ,896429
4072,USB,U.S. Bancorp,Finance,Major Banks,NYSE,36104
4073,USCR,"U S Concrete, Inc.",Capital Goods,Building Materials,NASDAQ,1073429
4074,USEG,U.S. Energy Corp.,Energy,Oil & Gas Production,NASDAQ,101594
4075,USG,USG Corporation,Capital Goods,Building Materials,NYSE,757011
4076,USLM,"United States Lime & Minerals, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NASDAQ,82020
4077,USM,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,NYSE,821130
4078,USNA,"USANA Health Sciences, Inc.",Consumer Durables,Specialty Chemicals,NYSE,896264
4079,USPH,"U.S. Physical Therapy, Inc.",Health Care,Medical/Nursing Services,NYSE,885978
4080,UTEK,"Ultratech, Inc.",Technology,Industrial Machinery/Components,NASDAQ,909791
4081,UTF,"Cohen & Steers Infrastructure Fund, Inc",,,NYSE,1275617
4082,UTG,Reaves Utility Income Fund,,,AMEX,1263994
4083,UTHR,United Therapeutics Corporation,Health Care,Major Pharmaceuticals,NASDAQ,1082554
4084,UTI,Universal Technical Institute Inc,Consumer Services,Other Consumer Services,NYSE,1261654
4085,UTL,UNITIL Corporation,Public Utilities,Power Generation,NYSE,755001
4086,UTMD,"Utah Medical Products, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,706698
4087,UTSI,UTStarcom Holdings Corp,Consumer Durables,Telecommunications Equipment,NASDAQ,1030471
4088,UTX,United Technologies Corporation,Capital Goods,Aerospace,NYSE,101829
4089,UUU,"Universal Security Instruments, Inc.",Consumer Non-Durables,Electronic Components,AMEX,102109
4090,UVE,UNIVERSAL INSURANCE HOLDINGS INC,Finance,Property-Casualty Insurers,NYSE,891166
4091,UVSP,Univest Corporation of Pennsylvania,Finance,Major Banks,NASDAQ,102212
4092,UVV,Universal Corporation,Consumer Services,Farming/Seeds/Milling,NYSE,102037
4093,UWN,"Nevada Gold & Casinos, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,AMEX,277058
4094,V,Visa Inc.,Miscellaneous,Business Services,NYSE,1403161
4095,VAC,Marriot Vacations Worldwide Corporation,Finance,Real Estate,NYSE,1524358
4096,VAL,Valspar Corporation (The),Basic Industries,Paints/Coatings,NYSE,102741
4097,VALU,"Value Line, Inc.",Finance,Investment Managers,NASDAQ,717720
4098,VAR,"Varian Medical Systems, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NYSE,203527
4099,VASC,"Vascular Solutions, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,1030206
4100,VBF,Invesco Bond Fund,,,NYSE,5094
4101,VBFC,Village Bank and Trust Financial Corp.,Finance,Major Banks,NASDAQ,1290476
4102,VC,Visteon Corporation,Capital Goods,Auto Parts:O.E.M.,NYSE,1111335
4103,VCF,"Delaware Investments Colorado Municipal Income Fund, Inc",,,AMEX,907573
4104,VCRA,"Vocera Communications, Inc.",Consumer Durables,Telecommunications Equipment,NYSE,1129260
4105,VCV,Invesco California Value Municipal Income Trust,,,NYSE,895531
4106,VCYT,"Veracyte, Inc.",Health Care,Medical Specialities,NASDAQ,1384101
4107,VDSI,"VASCO Data Security International, Inc.",Technology,EDP Services,NASDAQ,1044777
4108,VECO,Veeco Instruments Inc.,Technology,Industrial Machinery/Components,NASDAQ,103145
4109,VEEV,Veeva Systems Inc.,Technology,Computer Software: Prepackaged Software,NYSE,1393052
4110,VFC,V.F. Corporation,Consumer Non-Durables,Apparel,NYSE,103379
4111,VFL,Delaware Investments Florida Insured Municipal Income Fund,,,AMEX,895574
4112,VG,Vonage Holdings Corp.,Public Utilities,Telecommunications Equipment,NYSE,1272830
4113,VGI,Virtus Global Multi-Sector Income Fund,,,NYSE,1528811
4114,VGM,Invesco Trust for Investment Grade Municipals,,,NYSE,880892
4115,VGR,Vector Group Ltd.,Consumer Non-Durables,Farming/Seeds/Milling,NYSE,59440
4116,VGZ,Vista Gold Corporation,Basic Industries,Precious Metals,AMEX,783324
4117,VHI,"Valhi, Inc.",Basic Industries,Major Chemicals,NYSE,59255
4118,VIA,Viacom Inc.,Consumer Services,Television Services,NASDAQ,1339947
4119,VICL,Vical Incorporated,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,819050
4120,VICR,Vicor Corporation,Capital Goods,Industrial Machinery/Components,NASDAQ,751978
4121,VII,"Vicon Industries, Inc.",Consumer Durables,Telecommunications Equipment,AMEX,310056
4122,VIRC,Virco Manufacturing Corporation,Consumer Durables,Industrial Specialties,NASDAQ,751365
4123,VIRT,"Virtu Financial, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ,1592386
4124,VISI,"Volt Information Sciences, Inc.",Technology,Professional Services,AMEX,103872
4125,VISN,"VisionChina Media, Inc.",Technology,Advertising,NASDAQ,1415911
4126,VIVO,Meridian Bioscience Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ,794172
4127,VJET,voxeljet AG,Capital Goods,Industrial Machinery/Components,NYSE,1082249
4128,VKI,Invesco Advantage Municipal Income Trust II,,,AMEX,908993
4129,VKQ,Invesco Municipal Trust,,,NYSE,877463
4130,VKTX,"Viking Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1607678
4131,VLGEA,"Village Super Market, Inc.",Consumer Services,Food Chains,NASDAQ,103595
4132,VLO,Valero Energy Corporation,Energy,Integrated oil Companies,NYSE,1035002
4133,VLP,Valero Energy Partners LP,Energy,Natural Gas Distribution,NYSE,1583103
4134,VLT,Invesco High Income Trust II,,,NYSE,846671
4135,VLY,Valley National Bancorp,Finance,Major Banks,NYSE,714310
4136,VMC,Vulcan Materials Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE,1396009
4137,VMI,"Valmont Industries, Inc.",Capital Goods,Metal Fabrications,NYSE,102729
4138,VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",,,AMEX,895658
4139,VMO,Invesco Municipal Opportunity Trust,,,NYSE,884152
4140,VMW,"Vmware, Inc.",Technology,Computer Software: Prepackaged Software,NYSE,1124610
4141,VNCE,Vince Holding Corp.,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,1579157
4142,VNDA,Vanda Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,NASDAQ,1347178
4143,VNET,"21Vianet Group, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ,1508475
4144,VNO,Vornado Realty Trust,Consumer Services,Real Estate Investment Trusts,NYSE,899689
4145,VNOM,Viper Energy Partners LP,Energy,Oil & Gas Production,NASDAQ,1602065
4146,VNR,Vanguard Natural Resources LLC,Energy,Oil & Gas Production,NASDAQ,1384072
4147,VNRX,VolitionRX Limited,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,AMEX,93314
4148,VNTV,"Vantiv, Inc.",Miscellaneous,Business Services,NYSE,1533932
4149,VOXX,VOXX International Corporation,Consumer Non-Durables,Electronic Components,NASDAQ,807708
4150,VOYA,"Voya Financial, Inc.",Finance,Life Insurance,NYSE,1535929
4151,VPG,"Vishay Precision Group, Inc.",Capital Goods,Electrical Products,NYSE,1487952
4152,VPV,Invesco Pennsylvania Value Municipal Income Trust,,,NYSE,895528
4153,VR,"Validus Holdings, Ltd.",Finance,Property-Casualty Insurers,NYSE,1348259
4154,VRA,"Vera Bradley, Inc.",Consumer Non-Durables,Apparel,NASDAQ,1495320
4155,VRML,"Vermillion, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ,926617
4156,VRNS,"Varonis Systems, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1361113
4157,VRNT,Verint Systems Inc.,Technology,EDP Services,NASDAQ,1166388
4158,VRS,Verso Corporation,Basic Industries,Paper,NYSE,1421182
4159,VRSK,"Verisk Analytics, Inc.",Technology,EDP Services,NASDAQ,1442145
4160,VRSN,"VeriSign, Inc.",Technology,EDP Services,NASDAQ,1014473
4161,VRTB,"Vestin Realty Mortgage II, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ,1327603
4162,VRTS,"Virtus Investment Partners, Inc.",Finance,Investment Managers,NASDAQ,1084408
4163,VRTU,Virtusa Corporation,Technology,EDP Services,NASDAQ,1207074
4164,VRTV,Veritiv Corporation,Consumer Services,Paper,NYSE,1599489
4165,VRTX,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,NASDAQ,875320
4166,VRX,"Valeant Pharmaceuticals International, Inc.",Health Care,Major Pharmaceuticals,NYSE,930184
4167,VSAR,"Versartis, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1513818
4168,VSAT,"ViaSat, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,797721
4169,VSEC,VSE Corporation,Consumer Services,Military/Government/Technical,NASDAQ,102752
4170,VSH,"Vishay Intertechnology, Inc.",Capital Goods,Electrical Products,NYSE,103730
4171,VSI,"Vitamin Shoppe, Inc",Consumer Non-Durables,Food Chains,NYSE,1360530
4172,VSLR,"Vivint Solar, Inc.",Capital Goods,Building Products,NYSE,1607716
4173,VSR,"Versar, Inc.",Consumer Services,Military/Government/Technical,AMEX,803647
4174,VSTM,"Verastem, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1526119
4175,VSTO,Vista Outdoor Inc.,Capital Goods,Ordnance And Accessories,NYSE,1616318
4176,VTA,Invesco Credit Opportunities Fund,,,NYSE,1393662
4177,VTL,"Vital Therapies, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1280776
4178,VTN,Invesco Trust  for Investment Grade New York Municipal,,,NYSE,883265
4179,VTR,"Ventas, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,740260
4180,VTTI,VTTI Energy Partners LP,Energy,Oil Refining/Marketing,NYSE,1605725
4181,VTVT,vTv Therapeutics Inc.,Health Care,Major Pharmaceuticals,NASDAQ,1641489
4182,VUZI,Vuzix Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,1463972
4183,VVC,Vectren Corporation,Public Utilities,Natural Gas Distribution,NYSE,1096385
4184,VVI,Viad Corp,Miscellaneous,Business Services,NYSE,884219
4185,VVR,Invesco Senior Income Trust,,,NYSE,1059386
4186,VVUS,"VIVUS, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,881524
4187,VWR,VWR Corporation,Consumer Durables,Diversified Electronic Products,NASDAQ,1412232
4188,VZ,Verizon Communications Inc.,Public Utilities,Telecommunications Equipment,NYSE,732712
4189,W,Wayfair Inc.,Consumer Services,Catalog/Specialty Distribution,NYSE,1616707
4190,WAB,Westinghouse Air Brake Technologies Corporation,Capital Goods,Railroads,NYSE,943452
4191,WABC,Westamerica Bancorporation,Finance,Major Banks,NASDAQ,311094
4192,WAC,Walter Investment Management Corp.,Finance,Finance: Consumer Services,NYSE,1040719
4193,WAFD,"Washington Federal, Inc.",Finance,Major Banks,NASDAQ,936528
4194,WAGE,"WageWorks, Inc.",Miscellaneous,Business Services,NYSE,1158863
4195,WAIR,"Wesco Aircraft Holdings, Inc.",Capital Goods,Wholesale Distributors,NYSE,1378718
4196,WAL,Western Alliance Bancorporation,Finance,Major Banks,NYSE,1212545
4197,WASH,"Washington Trust Bancorp, Inc.",Finance,Major Banks,NASDAQ,737468
4198,WAT,Waters Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NYSE,1000697
4199,WATT,Energous Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,1575793
4200,WAYN,Wayne Savings Bancshares Inc.,Finance,Savings Institutions,NASDAQ,1036030
4201,WB,Weibo Corporation,Technology,"Computer Software: Programming, Data Processing",NASDAQ,36995
4202,WBAI,500.com Limited,Consumer Services,Services-Misc. Amusement & Recreation,NYSE,1517496
4203,WBB,"Westbury Bancorp, Inc.",Finance,Major Banks,NASDAQ,1553326
4204,WBC,Wabco Holdings Inc.,Capital Goods,Auto Manufacturing,NYSE,1390844
4205,WBKC,"Wolverine Bancorp, Inc.",Finance,Banks,NASDAQ,1500836
4206,WBMD,WebMD Health Corp,Miscellaneous,Business Services,NASDAQ,1326583
4207,WBS,Webster Financial Corporation,,,NYSE,801337
4208,WCC,"WESCO International, Inc.",Consumer Non-Durables,Telecommunications Equipment,NYSE,1064796
4209,WCFB,"WCF Bancorp, Inc.",Finance,Major Banks,NASDAQ,1089830
4210,WCG,"WellCare Health Plans, Inc.",Health Care,Medical Specialities,NYSE,1279363
4211,WCIC,"WCI Communities, Inc.",Capital Goods,Homebuilding,NYSE,1574532
4212,WCN,"Waste Connections, Inc.",Public Utilities,Environmental Services,NYSE,1057058
4213,WD,"Walker & Dunlop, Inc.",Finance,Finance: Consumer Services,NYSE,1497770
4214,WDAY,"Workday, Inc.",Technology,EDP Services,NYSE,1327811
4215,WDC,Western Digital Corporation,Technology,Electronic Components,NASDAQ,106040
4216,WDFC,WD-40 Company,Basic Industries,Major Chemicals,NASDAQ,105132
4217,WDR,"Waddell & Reed Financial, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE,1052100
4218,WEA,Western Asset Bond Fund,,,NYSE,1163792
4219,WEB,"Web.com Group, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,916314
4220,WEBK,"Wellesley Bancorp, Inc.",Finance,Banks,NASDAQ,1526952
4221,WEC,"WEC Energy Group, Inc.",Public Utilities,Power Generation,NYSE,783325
4222,WEN,Wendy&#39;s Company (The),Consumer Services,Restaurants,NASDAQ,105668
4223,WERN,"Werner Enterprises, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ,793074
4224,WES,"Western Gas Partners, LP",Public Utilities,Natural Gas Distribution,NYSE,1414475
4225,WETF,"WisdomTree Investments, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ,880631
4226,WEX,WEX Inc.,Miscellaneous,Business Services,NYSE,1309108
4227,WEYS,"Weyco Group, Inc.",Consumer Non-Durables,Apparel,NASDAQ,106532
4228,WFBI,WashingtonFirst Bankshares Inc,Finance,Major Banks,NASDAQ,1476264
4229,WFC,Wells Fargo & Company,Finance,Major Banks,NYSE,72971
4230,WFT,Weatherford International plc,Energy,Metal Fabrications,NYSE,1603923
4231,WG,"Willbros Group, Inc.",Energy,Oilfield Services/Equipment,NYSE,1449732
4232,WGBS,"WaferGen Bio-systems, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ,1368993
4233,WGL,WGL Holdings Inc,Public Utilities,Oil/Gas Transmission,NYSE,1103601
4234,WGO,"Winnebago Industries, Inc.",Consumer Non-Durables,Homebuilding,NYSE,107687
4235,WGP,"Western Gas Equity Partners, LP",Public Utilities,Natural Gas Distribution,NYSE,1423902
4236,WHF,"WhiteHorse Finance, Inc.",,,NASDAQ,1552198
4237,WHG,Westwood Holdings Group Inc,Finance,Investment Managers,NYSE,1165002
4238,WHLM,"Wilhelmina International, Inc.",Consumer Services,Professional Services,NASDAQ,1013706
4239,WHLR,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ,1527541
4240,WHR,Whirlpool Corporation,Consumer Durables,Consumer Electronics/Appliances,NYSE,106640
4241,WIA,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,,,NYSE,1254370
4242,WIFI,"Boingo Wireless, Inc.",Consumer Services,Telecommunications Equipment,NASDAQ,1169988
